,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship_beforesplit,relationship1,relationship2,relationship3,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
1820,2019.0,32010,1,0,0,2.0,0.0,126000.0,,4.0,1,2,6,11,"1,2,6","5,2","2,4,5",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,5,2,,2,4,5,,,,,,,,,,,,,,
1821,2019.0,31280,1,0,0,3.0,0.0,116590.0,,5.0,1,5,6,11,"1,8,11",1,"2,4,3",1,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,31280,,,,,,,,,,,1,,,2,4,3,,,,,,,,,,,,,,
1822,2019.0,34020,1,0,0,4.0,0.0,470000.0,,4.0,2,5,6,11,"2,6",1,"8,4,9",3,3.0,,,,1.0,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,1,,,8,4,9,,,,,,,,,,,,,,
1823,2019.0,35020,1,0,0,2.0,0.0,260000.0,,4.0,1,6,4,11,"2,6,9",1,"1,9,4",3,3.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,35020,,,,,,,,,,,1,,,1,9,4,,,,,,,,,,,,,,
1824,2019.0,32030,1,3,3,4.0,0.0,830000.0,,4.0,1,2,7,11,"1,2,4,6",1,"11,1,2",3,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,11,1,2,3.0,3.0,3.0,,,,,,,,,,,
1825,2019.0,31270,1,0,0,3.0,0.0,215000.0,,4.0,1,4,8,11,"1,5,6,8",1,"1,3,8",1,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,31270,,,,,,,,,,,1,,,1,3,8,,,,,,,,,,,,,,
1826,2019.0,32060,1,1,12,4.0,0.0,320000.0,,4.0,1,5,8,11,"1,8,16",1,"4,8,2",1,1.0,,,1.0,,,,,,,1.0,,,,,,,1.0,,32060,,,,,,,,,,,1,,,4,8,2,12.0,,,,,,,,,,,,,
1827,2019.0,31010,1,0,0,4.0,1.0,330000.0,,4.0,2,4,8,11,"1,4,6",1,"12,8",1,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,31010,,,,,,,,,,,1,,,12,8,,,,,,,,,,,,,,,
1828,2019.0,34360,1,1,3,2.0,0.0,335000.0,,4.0,1,2,9,11,"1,2,9",2,"9,5",3,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,34360,,,,,,,,,,,2,,,9,5,,3.0,,,,,,,,,,,,,
1829,2019.0,32310,1,1,3,2.0,0.0,310000.0,,4.0,2,5,9,11,"1,2,8",6,"8,1,7",3,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,32310,,,,,,,,,,,6,,,8,1,7,3.0,,,,,,,,,,,,,
1830,2019.0,32410,1,1,3,4.0,1.0,430000.0,,4.0,2,4,9,11,"1,2,6",1,"1,3,6",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32410,,,,,,,,,,,1,,,1,3,6,3.0,,,,,,,,,,,,,
1831,2019.0,35010,1,1,3,2.0,0.0,450000.0,,4.0,1,6,5,11,"1,6,8",1,"14,12,3",1,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,35010,,,,,,,,,,,1,,,14,12,3,3.0,,,,,,,,,,,,,
1832,2019.0,31050,1,0,0,2.0,0.0,165000.0,,4.0,1,4,5,11,"1,2,6",1,"5,9,2",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31050,,,,,,,,,,,1,,,5,9,2,,,,,,,,,,,,,,
1833,2019.0,32060,1,2,3,3.0,1.0,399990.0,,4.0,2,3,6,11,"6,11,16",1,"8,2,7",1,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,32060,,,,,,,,,,,1,,,8,2,7,3.0,3.0,,,,,,,,,,,,
1834,2019.0,33370,1,1,3,4.0,0.0,890010.0,,4.0,2,3,7,11,"8,9,11","1,2","5,8,1",1,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,33370,,,,,,,,,,,1,2,,5,8,1,3.0,,,,,,,,,,,,,
1835,2019.0,35380,1,2,3,4.0,0.0,730000.0,,4.0,1,4,7,11,"1,2,8,11",1,"12,1,8",1,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,35380,,,,,,,,,,,1,,,12,1,8,3.0,3.0,,,,,,,,,,,,
1836,2019.0,21090,1,2,3,2.0,0.0,560000.0,,5.0,2,2,11,11,"1,4,6",2,"6,7,9",3,3.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,21090,,,,,,,,,,,2,,,6,7,9,3.0,3.0,,,,,,,,,,,,
1837,2019.0,36330,1,1,3,3.0,0.0,490020.0,,4.0,1,6,11,11,"2,6,11",1,"1,8,7",1,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,36330,,,,,,,,,,,1,,,1,8,7,3.0,,,,,,,,,,,,,
1838,2019.0,34030,1,1,12,3.0,1.0,279990.0,,4.0,2,3,8,11,"1,2,8,11",1,"5,8,12",1,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,34030,,,,,,,,,,,1,,,5,8,12,12.0,,,,,,,,,,,,,
1839,2019.0,31130,1,0,0,4.0,1.0,300000.0,,4.0,2,2,8,11,1,1,"9,8",1,1.0,,,1.0,,,,,,,,,,,,,,,,31130,,,,,,,,,,,1,,,9,8,,,,,,,,,,,,,,,
1840,2019.0,33030,1,1,3,3.0,0.0,420020.0,,4.0,2,4,9,11,"1,6,8,10",1,"3,1,14",1,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,33030,,,,,,,,,,,1,,,3,1,14,3.0,,,,,,,,,,,,,
1841,2019.0,37020,1,1,3,3.0,1.0,440010.0,,4.0,2,3,12,11,"1,6,8",1,"2,1,6",1,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,37020,,,,,,,,,,,1,,,2,1,6,3.0,,,,,,,,,,,,,
1842,2019.0,32060,1,1,3,2.0,0.0,410000.0,,4.0,1,4,12,11,"5,6,11",1,"9,2,6",3,3.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,32060,,,,,,,,,,,1,,,9,2,6,3.0,,,,,,,,,,,,,
1843,2019.0,31270,1,0,0,3.0,1.0,284980.0,,5.0,2,3,10,11,"1,9,17",1,"4,9,12",1,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,31270,,,,,,,,,,,1,,,4,9,12,,,,,,,,,,,,,,
1844,2019.0,31270,1,0,0,2.0,0.0,80000.0,,4.0,1,5,1,11,"1,2,6",1,"2,8,3",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31270,,,,,,,,,,,1,,,2,8,3,,,,,,,,,,,,,,
1845,2019.0,32030,1,1,3,2.0,0.0,315000.0,,4.0,2,3,1,11,"1,2,6",1,"2,8,12",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,1,,,2,8,12,3.0,,,,,,,,,,,,,
1846,2019.0,39020,1,2,1,3.0,0.0,1155000.0,,4.0,2,5,1,11,"1,6","3,8,4","1,12,2",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,39020,,,,,,,,,,,3,8,4,1,12,2,1.0,1.0,,,,,,,,,,,,
1847,2019.0,32390,1,1,3,4.0,0.0,350000.0,,4.0,2,5,11,11,"6,10,11",1,"5,7,2",1,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,32390,,,,,,,,,,,1,,,5,7,2,3.0,,,,,,,,,,,,,
1848,2019.0,31280,1,0,0,4.0,0.0,220000.0,,4.0,2,5,2,11,"1,2,6",1,"8,2,1",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31280,,,,,,,,,,,1,,,8,2,1,,,,,,,,,,,,,,
1849,2019.0,39020,1,2,1,4.0,0.0,1750000.0,,4.0,1,4,2,11,"1,6","3,7,1","2,1,12",1,1.0,,,1.0,,,,,1.0,,,,,,,,,,,39020,,,,,,,,,,,3,7,1,2,1,12,1.0,1.0,,,,,,,,,,,,
1850,2019.0,32060,1,0,0,2.0,0.0,206000.0,,4.0,1,6,2,11,"1,2,6",1,"4,2,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32060,,,,,,,,,,,1,,,4,2,8,,,,,,,,,,,,,,
1851,2019.0,32310,1,1,4,4.0,1.0,315010.0,,5.0,1,1,12,11,"3,6",1,"6,4,10",1,1.0,,,,,1.0,,,1.0,,,,,,,,,,,32310,,,,,,,,,,,1,,,6,4,10,4.0,,,,,,,,,,,,,
1852,2019.0,"31020,38050",2,"0,3",3,3.0,0.0,150000.0,,3.0,1,4,12,11,2,1,"8,4",1,1.0,,,,1.0,,,,,,,,,,,,,,,31020,38050.0,,,,,,,,,,1,,,8,4,,0.0,3.0,3.0,3.0,,,,,,,,,,
1854,2019.0,"34380,23050",2,"3,0",3,4.0,0.0,402000.0,,4.0,2,4,12,11,"1,2,5,6",1,"6,2,8",1,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,34380,23050.0,,,,,,,,,,1,,,6,2,8,3.0,3.0,3.0,0.0,,,,,,,,,,
1855,2019.0,"31210,34030",2,"0,1",3,3.0,0.0,200010.0,,4.0,2,6,12,11,"2,7",1,"8,11,4",2,2.0,,,,1.0,,,,,1.0,,,,,,,,,,31210,34030.0,,,,,,,,,,1,,,8,11,4,0.0,3.0,,,,,,,,,,,,
1856,2019.0,31190,1,0,0,2.0,0.0,100000.0,,4.0,2,2,12,11,5,7,"1,4,5",3,3.0,,,,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,7,,,1,4,5,,,,,,,,,,,,,,
1857,2019.0,31380,1,0,0,3.0,1.0,80010.0,,4.0,2,3,12,11,"2,16",1,"8,4,14",1,1.0,,,,1.0,,,,,,,,,,,,,1.0,,31380,,,,,,,,,,,1,,,8,4,14,,,,,,,,,,,,,,
1858,2019.0,36330,1,1,4,4.0,0.0,360000.0,,4.0,1,2,3,11,"1,2,6",1,"14,8,1",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,36330,,,,,,,,,,,1,,,14,8,1,4.0,,,,,,,,,,,,,
1859,2019.0,35370,1,1,3,2.0,0.0,520000.0,,4.0,2,5,3,11,"1,6,8",1,"14,9,8",3,3.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,35370,,,,,,,,,,,1,,,14,9,8,3.0,,,,,,,,,,,,,
1860,2019.0,23310,1,1,3,2.0,0.0,380000.0,,4.0,2,4,3,11,"6,8,11",1,"8,1,6",3,3.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,23310,,,,,,,,,,,1,,,8,1,6,3.0,,,,,,,,,,,,,
1861,2019.0,23310,1,1,8,3.0,1.0,294990.0,,4.0,1,3,3,11,"1,2,6",1,"2,14,8",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,1,,,2,14,8,8.0,,,,,,,,,,,,,
1862,2019.0,32390,1,1,3,2.0,0.0,280000.0,,4.0,2,5,1,11,"1,2,6,8,11","5,6,2","9,4,1",3,3.0,,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,32390,,,,,,,,,,,5,6,2,9,4,1,3.0,,,,,,,,,,,,,
1863,2019.0,36020,1,3,3,3.0,0.0,890010.0,,5.0,2,2,1,11,"1,2,5,8","2,5","1,5,8",3,3.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,36020,,,,,,,,,,,2,5,,1,5,8,3.0,3.0,3.0,,,,,,,,,,,
1864,2019.0,32060,1,2,3,4.0,0.0,867000.0,,4.0,1,2,1,11,"2,6,8","2,5","2,6,1",3,3.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,32060,,,,,,,,,,,2,5,,2,6,1,3.0,3.0,,,,,,,,,,,,
1865,2019.0,32030,1,2,3,4.0,0.0,650000.0,,4.0,2,5,2,11,"1,6,8",1,"8,12,5",1,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,32030,,,,,,,,,,,1,,,8,12,5,3.0,3.0,,,,,,,,,,,,
1866,2019.0,"39010,36400",2,"3,2",1,2.0,0.0,700000.0,,4.0,1,3,2,11,"2,4,6,11","10,5,3","3,12,9",1,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,39010,36400.0,,,,,,,,,,10,5,3,3,12,9,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
1867,2019.0,21090,1,3,1,4.0,0.0,580000.0,,4.0,1,4,2,11,"1,2,6,11",1,"4,12,11",1,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,21090,,,,,,,,,,,1,,,4,12,11,1.0,1.0,1.0,,,,,,,,,,,
1868,2019.0,"31370,32010",2,0,0,3.0,1.0,183000.0,,4.0,2,3,2,11,"1,2,12",1,"4,5,9",1,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,31370,32010.0,,,,,,,,,,1,,,4,5,9,,,,,,,,,,,,,,
1869,2019.0,38090,1,2,2,2.0,0.0,650000.0,,5.0,2,4,3,11,"1,2,6",1,"8,12,2",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,38090,,,,,,,,,,,1,,,8,12,2,2.0,2.0,,,,,,,,,,,,
1870,2019.0,32060,1,1,3,2.0,0.0,420000.0,,4.0,2,2,3,11,"1,2,3",1,"9,4,8",3,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,32060,,,,,,,,,,,1,,,9,4,8,3.0,,,,,,,,,,,,,
1871,2019.0,31090,1,0,0,2.0,0.0,95000.0,,4.0,1,2,3,11,"1,2,6","5,10,2","4,9,8",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31090,,,,,,,,,,,5,10,2,4,9,8,,,,,,,,,,,,,,
1872,2019.0,32030,1,1,3,3.0,0.0,330000.0,,4.0,2,5,3,11,"1,6,7",2,"1,8,12",3,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,32030,,,,,,,,,,,2,,,1,8,12,3.0,,,,,,,,,,,,,
1873,2019.0,31190,1,0,0,4.0,2.0,210000.0,,4.0,2,3,6,11,5,1,"4,14,12",1,1.0,,,,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,1,,,4,14,12,,,,,,,,,,,,,,
1874,2019.0,"31380,23040",2,"1,0",4,3.0,1.0,530010.0,,4.0,1,4,6,11,"1,3,6",1,"5,6,4",1,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,31380,23040.0,,,,,,,,,,1,,,5,6,4,4.0,0.0,,,,,,,,,,,,
1875,2019.0,31190,1,0,0,2.0,0.0,166000.0,,4.0,1,3,4,11,"1,5",1,"5,10,12",3,3.0,,,1.0,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,1,,,5,10,12,,,,,,,,,,,,,,
1876,2019.0,"31200,31070",2,"0,0",,3.0,0.0,28000.0,,4.0,2,6,4,11,"1,2,15",1,"1,3,2",2,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,31200,31070.0,,,,,,,,,,1,,,1,3,2,0.0,0.0,,,,,,,,,,,,
1878,2019.0,31250,1,0,0,4.0,0.0,70000.0,,4.0,2,2,4,11,"5,6",1,"2,1,5",3,3.0,,,,,,,1.0,1.0,,,,,,,,,,,31250,,,,,,,,,,,1,,,2,1,5,,,,,,,,,,,,,,
1879,2019.0,34030,1,0,0,4.0,0.0,50000.0,,4.0,2,5,4,11,"1,6",1,"14,5,1",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,14,5,1,,,,,,,,,,,,,,
1880,2019.0,31110,1,0,0,2.0,0.0,31000.0,,4.0,2,3,5,11,"1,14","5,6,2","2,3",3,3.0,,,1.0,,,,,,,,,,,,1.0,,,,31110,,,,,,,,,,,5,6,2,2,3,,,,,,,,,,,,,,,
1881,2019.0,31370,1,0,0,4.0,0.0,55000.0,,4.0,2,2,5,11,"1,6","6,5,2","3,1,4",3,3.0,,,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,6,5,2,3,1,4,,,,,,,,,,,,,,
1882,2019.0,32010,1,0,0,4.0,2.0,320000.0,,4.0,2,3,6,11,"1,2,6","1,4","9,4,11",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,1,4,,9,4,11,,,,,,,,,,,,,,
1883,2019.0,31130,1,0,0,4.0,0.0,446000.0,,4.0,1,5,6,11,3,1,"4,3,9",3,3.0,,,,,1.0,,,,,,,,,,,,,,31130,,,,,,,,,,,1,,,4,3,9,,,,,,,,,,,,,,
1884,2019.0,"26020,31210",2,"0,0",,4.0,0.0,370000.0,,4.0,1,3,6,11,3,1,"4,9,5",3,3.0,,,,,1.0,,,,,,,,,,,,,,26020,31210.0,,,,,,,,,,1,,,4,9,5,0.0,0.0,,,,,,,,,,,,
1885,2019.0,31110,1,0,0,4.0,2.0,130000.0,,4.0,2,3,5,11,5,1,"2,4,9",1,1.0,,,,,,,1.0,,,,,,,,,,,,31110,,,,,,,,,,,1,,,2,4,9,,,,,,,,,,,,,,
1886,2019.0,23040,1,0,0,2.0,0.0,115000.0,,4.0,2,2,5,11,"6,15","5,6,2","4,9,1",3,3.0,,,,,,,,1.0,,,,,,,,1.0,,,23040,,,,,,,,,,,5,6,2,4,9,1,,,,,,,,,,,,,,
1887,2019.0,31370,1,0,0,3.0,1.0,130010.0,,4.0,1,3,5,11,"1,2,6",1,"4,2,13",1,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,4,2,13,,,,,,,,,,,,,,
1888,2019.0,35370,1,1,3,3.0,1.0,350010.0,,4.0,2,3,6,11,"5,6,11",1,"9,1,12",1,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,35370,,,,,,,,,,,1,,,9,1,12,3.0,,,,,,,,,,,,,
1889,2019.0,35010,1,2,3,3.0,0.0,540000.0,,4.0,2,5,6,11,"1,2,6",1,"5,9,3",3,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,35010,,,,,,,,,,,1,,,5,9,3,3.0,3.0,,,,,,,,,,,,
1890,2019.0,32050,1,3,4,4.0,0.0,840000.0,,4.0,1,5,7,11,"1,2,3,6",1,"12,5,2",1,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,32050,,,,,,,,,,,1,,,12,5,2,4.0,4.0,4.0,,,,,,,,,,,
1892,2019.0,"31100,31380",2,"0,0",,2.0,0.0,50000.0,,4.0,2,5,7,11,"1,2",1,"11,8,2",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,31100,31380.0,,,,,,,,,,1,,,11,8,2,0.0,0.0,,,,,,,,,,,,
1893,2019.0,"31200,35010,31250,31250",4,"0,0,0,2",4,4.0,0.0,225000.0,,5.0,1,3,7,11,"1,5,6",1,"6,3,5",3,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,31200,35010.0,31250.0,31250.0,,,,,,,,1,,,6,3,5,0.0,0.0,0.0,4.0,4.0,,,,,,,,,
1894,2019.0,31370,1,2,11,5.0,0.0,328020.0,,4.0,2,4,8,11,"1,6",1,"5,6,11","1,2",1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,1,,,5,6,11,11.0,11.0,,,,,,,,,,,,
1895,2019.0,31200,1,0,0,4.0,0.0,68000.0,,4.0,2,3,8,11,"1,5",1,"5,3,4",3,3.0,,,1.0,,,,1.0,,,,,,,,,,,,31200,,,,,,,,,,,1,,,5,3,4,,,,,,,,,,,,,,
1896,2019.0,31190,1,0,0,5.0,0.0,100000.0,,5.0,1,1,8,11,5,6,"1,3",3,3.0,,,,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,6,,,1,3,,,,,,,,,,,,,,,
1897,2019.0,32060,1,3,6,3.0,1.0,630030.0,,4.0,1,4,8,11,"1,2,5,6,15",1,"4,1,6",1,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,32060,,,,,,,,,,,1,,,4,1,6,6.0,6.0,6.0,,,,,,,,,,,
1898,2019.0,32410,1,2,2,2.0,0.0,380000.0,,4.0,1,3,7,11,6,1,"2,1,14",3,3.0,,,,,,,,1.0,,,,,,,,,,,32410,,,,,,,,,,,1,,,2,1,14,2.0,2.0,,,,,,,,,,,,
1899,2019.0,"31140,21090",2,"0,4",3,3.0,0.0,1565000.0,,4.0,1,5,7,11,"1,2,4,6,9,15",1,"1,6,12",1,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,,,31140,21090.0,,,,,,,,,,1,,,1,6,12,0.0,3.0,3.0,3.0,3.0,,,,,,,,,
1900,2019.0,32060,1,1,3,3.0,0.0,369990.0,,4.0,1,4,9,11,"1,4,9,17",1,"1,7,3",1,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,1.0,32060,,,,,,,,,,,1,,,1,7,3,3.0,,,,,,,,,,,,,
1901,2019.0,31080,1,1,3,2.0,0.0,320000.0,,4.0,1,3,9,11,"2,3",1,"8,6,5",1,1.0,,,,1.0,1.0,,,,,,,,,,,,,,31080,,,,,,,,,,,1,,,8,6,5,3.0,,,,,,,,,,,,,
1902,2019.0,32060,1,1,3,3.0,1.0,460020.0,,4.0,2,4,9,11,"1,11,16",1,"9,5,7",1,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,32060,,,,,,,,,,,1,,,9,5,7,3.0,,,,,,,,,,,,,
1904,2019.0,23320,1,0,0,2.0,0.0,105000.0,,5.0,2,3,8,11,"1,2,11",1,"10,5,9",3,3.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,23320,,,,,,,,,,,1,,,10,5,9,,,,,,,,,,,,,,
1905,2019.0,31380,1,0,0,2.0,0.0,60000.0,,5.0,2,6,10,11,"1,2",1,"8,9",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,8,9,,,,,,,,,,,,,,,
1906,2019.0,"31220,31210",2,"0,0",,3.0,0.0,100020.0,,4.0,2,5,10,11,"1,2",1,8,3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,31220,31210.0,,,,,,,,,,1,,,8,,,0.0,0.0,,,,,,,,,,,,
1907,2019.0,35020,1,1,9,2.0,0.0,103000.0,,4.0,2,2,10,11,"2,4,16",6,"2,8,5",3,3.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,35020,,,,,,,,,,,6,,,2,8,5,9.0,,,,,,,,,,,,,
1909,2019.0,"39010,39020,39010",3,3,3,2.0,0.0,1215000.0,,4.0,2,3,9,11,"1,2,3,4,5,6,9,15,16","3,8,6","5,2,6",4,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,39010,39020.0,39010.0,,,,,,,,,3,8,6,5,2,6,3.0,3.0,3.0,,,,,,,,,,,
1912,2019.0,"31010,37070",2,"0,2",4,4.0,0.0,1410000.0,,5.0,1,4,9,11,"1,2,3",1,"12,4,14","1,3",1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,31010,37070.0,,,,,,,,,,1,,,12,4,14,0.0,4.0,4.0,,,,,,,,,,,
1914,2019.0,32020,1,1,2,2.0,0.0,326000.0,,5.0,2,5,10,11,"1,2,8,15",1,"8,2,5",1,1.0,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,32020,,,,,,,,,,,1,,,8,2,5,2.0,,,,,,,,,,,,,
1915,2019.0,23310,1,0,0,4.0,0.0,40000.0,,4.0,1,2,10,11,"1,2",1,1,3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,23310,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,
1916,2019.0,32020,1,1,10,4.0,2.0,232000.0,,4.0,2,3,11,11,"1,15",1,"1,9,5",1,1.0,,,1.0,,,,,,,,,,,,,1.0,,,32020,,,,,,,,,,,1,,,1,9,5,10.0,,,,,,,,,,,,,
1919,2019.0,32060,1,2,7,4.0,0.0,503000.0,,5.0,2,6,11,11,"1,2,6,15,17",1,"8,2,6",2,2.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,32060,,,,,,,,,,,1,,,8,2,6,7.0,7.0,,,,,,,,,,,,
1920,2019.0,31190,1,0,0,4.0,2.0,135000.0,,4.0,2,3,11,11,5,1,"1,3,5",1,1.0,,,,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,1,,,1,3,5,,,,,,,,,,,,,,
1922,2019.0,31370,1,1,9,3.0,0.0,312000.0,,4.0,2,2,11,11,"1,5,16","1,4","5,4,3",3,3.0,,,1.0,,,,1.0,,,,,,,,,,1.0,,31370,,,,,,,,,,,1,4,,5,4,3,9.0,,,,,,,,,,,,,
1926,2019.0,32060,1,2,9,4.0,0.0,118000.0,,4.0,2,5,12,11,2,1,8,3,3.0,,,,1.0,,,,,,,,,,,,,,,32060,,,,,,,,,,,1,,,8,,,9.0,9.0,,,,,,,,,,,,
1927,2019.0,33040,1,1,3,3.0,1.0,459990.0,,4.0,2,3,12,11,"6,8,12",1,"3,13,12",1,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,33040,,,,,,,,,,,1,,,3,13,12,3.0,,,,,,,,,,,,,
1928,2019.0,21050,1,1,2,2.0,0.0,460000.0,,4.0,1,3,12,11,"6,8,11",1,"6,8,1",3,3.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,21050,,,,,,,,,,,1,,,6,8,1,2.0,,,,,,,,,,,,,
1929,2019.0,36020,1,2,3,3.0,0.0,599970.0,,4.0,2,2,12,11,"2,6,9",1,"1,2,12",3,3.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,36020,,,,,,,,,,,1,,,1,2,12,3.0,3.0,,,,,,,,,,,,
1930,2019.0,31200,1,1,3,40.0,0.0,1475000.0,,4.0,1,5,1,11,"1,2,5,11,16",1,"2,14,1",5,5.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,31200,,,,,,,,,,,1,,,2,14,1,3.0,,,,,,,,,,,,,
1932,2019.0,31090,1,0,0,4.0,1.0,126000.0,,4.0,1,4,1,11,"1,2",1,"8,2,3",1,1.0,,,1.0,1.0,,,,,,,,,,,,,,,31090,,,,,,,,,,,1,,,8,2,3,,,,,,,,,,,,,,
1933,2019.0,31380,1,0,0,4.0,0.0,30000.0,,4.0,2,4,2,11,"1,2",1,"8,5",3,3.0,,,1.0,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,8,5,,,,,,,,,,,,,,,
1935,2019.0,31380,1,2,"3,4",5.0,0.0,839980.0,,5.0,2,3,3,11,"1,2,16",1,"6,5,9",3,3.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,31380,,,,,,,,,,,1,,,6,5,9,3.0,4.0,,,,,,,,,,,,
1936,2019.0,31380,1,0,0,4.0,0.0,120000.0,,4.0,2,4,4,11,2,1,"8,2,4",1,1.0,,,,1.0,,,,,,,,,,,,,,,31380,,,,,,,,,,,1,,,8,2,4,,,,,,,,,,,,,,
1937,2019.0,31190,1,0,0,3.0,1.0,170010.0,,4.0,2,3,5,11,"1,5",1,"2,14,1",1,1.0,,,1.0,,,,1.0,,,,,,,,,,,,31190,,,,,,,,,,,1,,,2,14,1,,,,,,,,,,,,,,
