,place_info,area,target
18959,대운사,경상남도 함양군,"힐링, 호캉스"
18960,금풍공예사,전라남도 곡성군,"식도락, 맛집투어"
18961,보현사,경기도 광주시,"힐링, 호캉스"
18962,한국사,강원도 원주시,"힐링, 호캉스"
18963,운장암,충청남도 청양군,"힐링, 호캉스"
18964,법안정사,부산광역시 부산진구,"힐링, 호캉스"
18965,관음암,강원도 동해시,"힐링, 호캉스"
18966,불심원,경상북도 경주시,"힐링, 호캉스"
18967,부은암,경상남도 밀양시,"힐링, 호캉스"
18968,에스지아이거제문화회관,경상남도 거제시,"힐링, 호캉스"
18969,내원정사,경기도 안양시,"힐링, 호캉스"
18970,봉송황토마을,전라북도 남원시,"식도락, 맛집투어"
18971,자비원,강원도 철원군,"힐링, 호캉스"
18972,사천왕사,경상남도 사천시,"힐링, 호캉스"
18973,청명사,경기도 광주시,"힐링, 호캉스"
18974,만불암,광주광역시 동구,"힐링, 호캉스"
18975,백련암,경상남도 김해시,"힐링, 호캉스"
18976,극락정사,대구광역시 수성구,"힐링, 호캉스"
18977,성불사,충청남도 홍성군,"힐링, 호캉스"
18978,영은사,전라북도 부안군,"힐링, 호캉스"
18979,대한불교정토종,서울특별시 종로구,"힐링, 호캉스"
18980,혜원사,대전광역시 동구,"힐링, 호캉스"
18981,부용사,전라북도 김제시,"힐링, 호캉스"
18982,반야사,대구광역시 서구,"힐링, 호캉스"
18983,동원숯공예점,강원도 춘천시,"식도락, 맛집투어"
18984,한마음선원,경상북도 포항시,"힐링, 호캉스"
18985,송학사,대전광역시 중구,"힐링, 호캉스"
18986,연등사,충청북도 청주시,"힐링, 호캉스"
18987,대자사,경기도 고양시,"힐링, 호캉스"
18988,영덕사,충청남도 아산시,"힐링, 호캉스"
18989,태고종강원교구종무원,강원도 춘천시,"힐링, 호캉스"
18990,보배사,경기도 용인시,"힐링, 호캉스"
18991,칠보정사,부산광역시 사상구,"힐링, 호캉스"
18992,청송암,울산광역시 울주군,"힐링, 호캉스"
18993,소원사,경기도 평택시,"힐링, 호캉스"
18994,용문사,제주특별자치도 서귀포시,"힐링, 호캉스"
18995,불사당,서울특별시 중랑구,"힐링, 호캉스"
18996,나만갑선생신도비,경기도 구리시,"힐링, 호캉스"
18997,희방계곡,경상북도 영주시,액티비티
18998,향교,경상북도 안동시,"축제, 관광"
18999,경암서당,경기도 화성시,"축제, 관광"
19000,천당폭포,강원도 속초시,액티비티
19001,충주사과축제,충청북도 충주시,"축제, 관광"
19002,차앤박콜렉션,경기도 안성시,"힐링, 호캉스"
19003,가막유원지,전라북도 진안군,액티비티
19004,가평화랑유원지,경기도 가평군,액티비티
19005,흥국사,충청남도 당진시,"힐링, 호캉스"
19006,백련정사,경상남도 양산시,"힐링, 호캉스"
19007,북한산둘레길,서울특별시 도봉구,"힐링, 호캉스"
19008,용은제,전라남도 고흥군,"힐링, 호캉스"
19009,상원골계곡,충청남도 공주시,액티비티
19010,낙동강세계평화문화대축전,경상북도 칠곡군,"축제, 관광"
19011,강촌레일파크경강역,강원도 춘천시,"힐링, 호캉스"
19012,곡운구곡제9곡첩석대,강원도 화천군,액티비티
19013,곡운구곡제3곡신녀협,강원도 화천군,액티비티
19014,구룡산구룡사,충청북도 보은군,"힐링, 호캉스"
19015,예조공예,경기도 포천시,"식도락, 맛집투어"
19016,송학사,경상남도 진주시,"힐링, 호캉스"
19017,아산오돌개체험마을,충청남도 아산시,"힐링, 호캉스"
19018,오봉정사,전라남도 구례군,"힐링, 호캉스"
19019,보리정사,경상남도 합천군,"힐링, 호캉스"
19020,진천군내고장으뜸상품판매점,충청북도 청주시,"식도락, 맛집투어"
19021,도원리휴양지도원리계곡,강원도 고성군,액티비티
19022,음식특화거리,전라남도 완도군,"식도락, 맛집투어"
19023,태봉암,경기도 화성시,"힐링, 호캉스"
19024,도륜정사,제주특별자치도 제주시,"힐링, 호캉스"
19025,백련사,인천광역시 부평구,"힐링, 호캉스"
19026,조은나무공방,서울특별시 성북구,"식도락, 맛집투어"
19027,예성도예,경상남도 김해시,"식도락, 맛집투어"
19028,용수사,경기도 양평군,"힐링, 호캉스"
19029,삼법사,서울특별시 강북구,"힐링, 호캉스"
19030,구암사,서울특별시 관악구,"힐링, 호캉스"
19031,반야선원,경기도 안양시,"힐링, 호캉스"
19032,지장사,충청남도 당진시,"힐링, 호캉스"
19033,청화사,충청남도 서산시,"힐링, 호캉스"
19034,도선사,충청남도 서산시,"힐링, 호캉스"
19035,경수사,경기도 용인시,"힐링, 호캉스"
19036,연등사,충청남도 천안시,"힐링, 호캉스"
19037,동련암,충청북도 충주시,"힐링, 호캉스"
19038,봉원선광선원,강원도 태백시,"힐링, 호캉스"
19039,동천사,경상북도 영주시,"힐링, 호캉스"
19040,단봉사,충청북도 단양군,"힐링, 호캉스"
19041,대왕사,경기도 여주시,"힐링, 호캉스"
19042,호산사,경상북도 영천시,"힐링, 호캉스"
19043,황학사,경상북도 칠곡군,"힐링, 호캉스"
19044,홍연사,경상북도 칠곡군,"힐링, 호캉스"
19045,구화사,경상북도 경산시,"힐링, 호캉스"
19046,미타사,경상북도 경주시,"힐링, 호캉스"
19047,동수암,경상북도 경주시,"힐링, 호캉스"
19048,백련사,울산광역시 울주군,"힐링, 호캉스"
19049,삼성암,경상남도 창녕군,"힐링, 호캉스"
19050,대원사,대구광역시 달성군,"힐링, 호캉스"
19051,심광선원,대전광역시 동구,"힐링, 호캉스"
19052,율곡사,전라북도 완주군,"힐링, 호캉스"
19053,도통암,전라북도 임실군,"힐링, 호캉스"
19054,대륜사,충청남도 청양군,"힐링, 호캉스"
19055,불선사,부산광역시 기장군,"힐링, 호캉스"
19056,문수암,경상남도 산청군,"힐링, 호캉스"
19057,유정사,경상남도 하동군,"힐링, 호캉스"
19058,무애암,전라남도 고흥군,"힐링, 호캉스"
19059,보명사,전라남도 장흥군,"힐링, 호캉스"
19060,정각사,경상남도 양산시,"힐링, 호캉스"
19061,올림픽공원장미전시회,서울특별시 송파구,"축제, 관광"
19062,천명사,경상북도 칠곡군,"힐링, 호캉스"
19063,의왕사,경상남도 진주시,"힐링, 호캉스"
19064,판지수산물구이단지,울산광역시 북구,"식도락, 맛집투어"
19065,북천물놀이장,경상북도 상주시,"힐링, 호캉스"
19066,다인사,인천광역시 부평구,"힐링, 호캉스"
19067,우포누리농특산물한마당축제,경상남도 창녕군,"축제, 관광"
19068,정동문화축제,서울특별시 중구,"축제, 관광"
19069,토요일오후의실내악,서울특별시 양천구,"축제, 관광"
19070,고덕동생태경관보전지역,서울특별시 강동구,"힐링, 호캉스"
19071,월대,제주특별자치도 제주시,"힐링, 호캉스"
19072,칠갑산얼음분수축제,충청남도 청양군,"축제, 관광"
19073,호미숲해맞이터,경상북도 포항시,"힐링, 호캉스"
19074,안성팜랜드호밀밭축제,경기도 안성시,"축제, 관광"
19075,선명불교사,강원도 속초시,"식도락, 맛집투어"
19076,나라사랑고궁걷기대회,서울특별시 중구,"축제, 관광"
19077,통영해맞이축제,경상남도 통영시,"축제, 관광"
19078,독립기념관온겨레한마음새해맞이행사,충청남도 천안시,"축제, 관광"
19079,북서울꿈의숲정월대보름한마당,서울특별시 강북구,"축제, 관광"
19080,청남대영춘제,충청북도 청주시,"축제, 관광"
19081,아침고요수목원무궁화축제,경기도 가평군,"축제, 관광"
19082,제주이호테우축제,제주특별자치도 제주시,"축제, 관광"
19083,김천국제가족연극제,경상북도 김천시,"축제, 관광"
19084,허브빌리지안젤로니아축제,경기도 연천군,"축제, 관광"
19085,블루거제페스티벌,경상남도 거제시,"축제, 관광"
19086,한국민속촌한가위좋을씨고,경기도 용인시,"축제, 관광"
19087,스타필드하남스포츠몬스터,경기도 하남시,액티비티
19088,서울스카이,서울특별시 송파구,"힐링, 호캉스"
19089,더쥬,서울특별시 강동구,"축제, 관광"
19090,첫마중길,전라북도 전주시,"힐링, 호캉스"
19091,영덕문화예술체험장,경상북도 영덕군,"힐링, 호캉스"
19092,보문사,경기도 시흥시,"힐링, 호캉스"
19093,피크닉안녕,경기도 파주시,"식도락, 맛집투어"
19094,서촌한옥마을,서울특별시 종로구,"식도락, 맛집투어"
19095,서울둘레길6코스안양천,경기도 안양시,"힐링, 호캉스"
19096,엉알해안,제주특별자치도 제주시,액티비티
19097,진모래해변,인천광역시 옹진군,액티비티
19098,개미들정보화마을,강원도 정선군,액티비티
19099,역서사소,광주광역시 광산구,"식도락, 맛집투어"
19100,사과깡패,경기도 포천시,액티비티
19101,백년사,경기도 포천시,"힐링, 호캉스"
19102,문수사,경기도 김포시,"힐링, 호캉스"
19103,대원정사,대전광역시 대덕구,"힐링, 호캉스"
19104,호국불원,서울특별시 중구,"힐링, 호캉스"
19105,청룡사,대구광역시 남구,"힐링, 호캉스"
19106,해원사,강원도 홍천군,"힐링, 호캉스"
19107,태평사,강원도 춘천시,"힐링, 호캉스"
19108,용화사,경기도 포천시,"힐링, 호캉스"
19109,구룡사,경기도 양주시,"힐링, 호캉스"
19110,은아포교원,대전광역시 서구,"힐링, 호캉스"
19111,약불사,대전광역시 동구,"힐링, 호캉스"
19112,호국대성사,대전광역시 유성구,"힐링, 호캉스"
19113,영축선원,충청북도 옥천군,"힐링, 호캉스"
19114,용문사,충청북도 충주시,"힐링, 호캉스"
19115,소원사,부산광역시 서구,"힐링, 호캉스"
19116,약사정사,부산광역시 사상구,"힐링, 호캉스"
19117,오은사,충청북도 충주시,"힐링, 호캉스"
19118,호암사,경기도 평택시,"힐링, 호캉스"
19119,황룡사,충청북도 청주시,"힐링, 호캉스"
19120,반야사,강원도 철원군,"힐링, 호캉스"
19121,천신정사,경기도 파주시,"힐링, 호캉스"
19122,수도사,충청남도 논산시,"힐링, 호캉스"
19123,용천사,인천광역시 부평구,"힐링, 호캉스"
19124,태평하늘빛수목원,충청남도 금산군,"축제, 관광"
19125,고대산자연휴양림,경기도 연천군,"축제, 관광"
19126,런닝맨,서울특별시 종로구,"힐링, 호캉스"
19127,자연탐험학교국토순례단,서울특별시 강남구,"힐링, 호캉스"
19128,인천업사이클에코센터,인천광역시 미추홀구,"힐링, 호캉스"
19129,지류문화재보존연구원,경기도 고양시,"힐링, 호캉스"
19130,홀스파크,경상북도 영천시,"힐링, 호캉스"
19131,안면도체험그린체험교육원,충청남도 태안군,"힐링, 호캉스"
19132,갈전삼베생활사문화관,강원도 삼척시,"힐링, 호캉스"
19133,진천종합안전교육체험관,충청북도 진천군,"힐링, 호캉스"
19134,다연가,경상남도 고성군,"힐링, 호캉스"
19135,와동생태곤충체험관,경기도 안산시,"힐링, 호캉스"
19136,원더랜드,인천광역시 중구,"힐링, 호캉스"
19137,동촌전통문화전수관,전라남도 해남군,"힐링, 호캉스"
19138,마장호수출렁다리,경기도 파주시,"힐링, 호캉스"
19139,광명동굴복합테마파크(2026년1월예정),경기도 광명시,액티비티
19140,부산치유의숲,부산광역시 기장군,"힐링, 호캉스"
19141,곡우사리영광굴비축제,전라남도 영광군,"축제, 관광"
19142,메타세콰이어길,부산광역시 해운대구,"힐링, 호캉스"
19143,용평리조트발왕산관광케이블카,강원도 평창군,"힐링, 호캉스"
19144,DMC맥주페스티벌,서울특별시 마포구,"축제, 관광"
19145,아리랑상회,경상남도 합천군,"식도락, 맛집투어"
19146,전라북도청년축제,전라북도 전주시,"축제, 관광"
19147,송정숲,경상남도 산청군,"힐링, 호캉스"
19148,서울단풍길,서울특별시 노원구,"힐링, 호캉스"
19149,둔덕청마꽃들코스모스축제,경상남도 거제시,"축제, 관광"
19150,천년고도경주등축제,경상북도 경주시,"축제, 관광"
19151,서면문화로,부산광역시 부산진구,"식도락, 맛집투어"
19152,등기소길,서울특별시 강남구,"식도락, 맛집투어"
19153,톡톡스트리트,울산광역시 중구,"식도락, 맛집투어"
19154,박찬호골목길,충청남도 공주시,"식도락, 맛집투어"
19155,뒷동산아리랑길,제주특별자치도 제주시,"식도락, 맛집투어"
19156,오이도포장마차촌,경기도 시흥시,"식도락, 맛집투어"
19157,송교리횟타운,경기도 화성시,"식도락, 맛집투어"
19158,경주보문단지루지월드,경상북도 경주시,"힐링, 호캉스"
19159,국립민속박물관우리민속한마당,서울특별시 종로구,"축제, 관광"
19160,박수근길,서울특별시 종로구,"힐링, 호캉스"
19161,강선영길,경기도 안성시,"힐링, 호캉스"
19162,마리안느마가렛길,전라남도 고흥군,"힐링, 호캉스"
19163,하정웅로,전라남도 영암군,"힐링, 호캉스"
19164,속리산신화여행축제,충청북도 보은군,"축제, 관광"
19165,명주인형극제,강원도 강릉시,"축제, 관광"
19166,스누피가든,제주특별자치도 제주시,액티비티
19167,성불각,경기도 수원시,"식도락, 맛집투어"
19168,한국에코하우스,경기도 화성시,"식도락, 맛집투어"
19169,용궁불교백화점,경기도 의정부시,"식도락, 맛집투어"
19170,경기상사,경기도 화성시,"식도락, 맛집투어"
19171,별빛기프트,경상남도 김해시,"식도락, 맛집투어"
19172,오성산업,경기도 남양주시,"식도락, 맛집투어"
19173,설국,강원도 평창군,"식도락, 맛집투어"
19174,이노비즈그룹,경기도 성남시,"식도락, 맛집투어"
19175,자채기념품,서울특별시 영등포구,"식도락, 맛집투어"
19176,끌림,전라북도 전주시,"식도락, 맛집투어"
19177,글로벌마테,울산광역시 남구,"식도락, 맛집투어"
19178,공예품전시판매장금남상가,광주광역시 남구,"식도락, 맛집투어"
19179,성모암,광주광역시 북구,"식도락, 맛집투어"
19180,제이앤에스코리아,서울특별시 강남구,"식도락, 맛집투어"
19181,고고슬라임,경상북도 포항시,"식도락, 맛집투어"
19182,티앤디네트워크,서울특별시 성북구,"식도락, 맛집투어"
19183,오도상사,대전광역시 동구,"식도락, 맛집투어"
19184,제주파티앤벌륜,제주특별자치도 제주시,"식도락, 맛집투어"
19185,양숙이토산품마트,제주특별자치도 서귀포시,"식도락, 맛집투어"
19186,하루버스,제주특별자치도 제주시,"식도락, 맛집투어"
19187,광천불교만물사,충청남도 홍성군,"식도락, 맛집투어"
19188,명가수석,경상북도 영천시,"식도락, 맛집투어"
19189,골동품경매장,경상남도 창원시,"식도락, 맛집투어"
19190,에버랜드블러드시티,경기도 용인시,"축제, 관광"
19191,도암사,충청북도 청주시,"힐링, 호캉스"
19192,설빙송어빙어축제,경기도 가평군,"축제, 관광"
19193,맥문동솔숲,경상북도 상주시,"힐링, 호캉스"
19194,왜목마을드라이브코스,충청남도 당진시,"식도락, 맛집투어"
19195,칠보사,충청북도 괴산군,"힐링, 호캉스"
19196,새만금광역탐방로,전라북도 김제시,"힐링, 호캉스"
19197,이랑둔내휴양림,강원도 횡성군,"축제, 관광"
19198,창원의집,경상남도 창원시,"힐링, 호캉스"
19199,관촉사,충청남도 논산시,"축제, 관광"
19200,만년저수지,경기도 화성시,"힐링, 호캉스"
19201,동산제,경상남도 남해군,"힐링, 호캉스"
19202,응골소류지,경상남도 산청군,"힐링, 호캉스"
19203,이곡소류지,경상북도 포항시,"힐링, 호캉스"
19204,이곡저수지,경상남도 진주시,"힐링, 호캉스"
19205,점골못,경상남도 김해시,"힐링, 호캉스"
19206,아영박골못,울산광역시 울주군,"힐링, 호캉스"
19207,절골소류지,경상남도 함안군,"힐링, 호캉스"
19208,진목1저수지,전라남도 장흥군,"힐링, 호캉스"
19209,대인제,전라남도 해남군,"힐링, 호캉스"
19210,대초저수지,전라남도 영암군,"힐링, 호캉스"
19211,아현지,경상남도 남해군,"힐링, 호캉스"
19212,인산못,경상남도 밀양시,"힐링, 호캉스"
19213,미너매못,경상북도 김천시,"힐링, 호캉스"
19214,전지골못,울산광역시 울주군,"힐링, 호캉스"
19215,중흥저수지,전라남도 신안군,"힐링, 호캉스"
19216,덕안못,경상북도 영천시,"힐링, 호캉스"
19217,덕진소류지,전라북도 순창군,"힐링, 호캉스"
19218,한밤실지,경상북도 영주시,"힐링, 호캉스"
19219,묵베이못,경상북도 김천시,"힐링, 호캉스"
19220,전골소류지,경상남도 함양군,"힐링, 호캉스"
19221,임내소류지,경상남도 통영시,"힐링, 호캉스"
19222,장재울소류지,전라북도 완주군,"힐링, 호캉스"
19223,서흥저수지,전라북도 순창군,"힐링, 호캉스"
19224,석계하저수지,경상남도 사천시,"힐링, 호캉스"
19225,신풍저수지,전라남도 무안군,"힐링, 호캉스"
19226,석산소류지,경상남도 함안군,"힐링, 호캉스"
19227,석전소류지,경상남도 고성군,"힐링, 호캉스"
19228,가재못,경상남도 합천군,"힐링, 호캉스"
19229,대길소류지,충청북도 청주시,"힐링, 호캉스"
19230,내곡상못,경상남도 밀양시,"힐링, 호캉스"
19231,큰골못,경상남도 산청군,"힐링, 호캉스"
19232,봉들저수지,경상북도 영양군,"힐링, 호캉스"
19233,성곡저수지,경상북도 영주시,"힐링, 호캉스"
19234,열반못,경상북도 경주시,"힐링, 호캉스"
19235,연동소류지,경상남도 창원시,"힐링, 호캉스"
19236,여시목골소류지,경상남도 합천군,"힐링, 호캉스"
19237,여내기못,경상북도 영천시,"힐링, 호캉스"
19238,어은소류지,충청북도 진천군,"힐링, 호캉스"
19239,신시저수지,충청남도 당진시,"힐링, 호캉스"
19240,터진못,경상북도 경산시,"힐링, 호캉스"
19241,장전소류지,강원도 원주시,"힐링, 호캉스"
19242,비석소류지,전라북도 남원시,"힐링, 호캉스"
19243,포매호,강원도 양양군,"힐링, 호캉스"
19244,운계저수지,경상남도 의령군,"힐링, 호캉스"
19245,사곡소류지,충청남도 공주시,"힐링, 호캉스"
19246,하곡저수지,경상남도 진주시,"힐링, 호캉스"
19247,사동소류지,경상남도 거창군,"힐링, 호캉스"
19248,사리골소류지,울산광역시 울주군,"힐링, 호캉스"
19249,하남저수지,광주광역시 광산구,"힐링, 호캉스"
19250,하당저수지,충청북도 음성군,"힐링, 호캉스"
19251,산양소류지,경상남도 거창군,"힐링, 호캉스"
19252,구시골못,경상북도 상주시,"힐링, 호캉스"
19253,산조개소류지,충청남도 보령시,"힐링, 호캉스"
19254,흙두드기소류지,경상남도 함양군,"힐링, 호캉스"
19255,구량실소류지,전라북도 정읍시,"힐링, 호캉스"
19256,석호저수지,전라남도 해남군,"힐링, 호캉스"
19257,장구렁못,경상북도 상주시,"힐링, 호캉스"
19258,명곡저수지,충청남도 공주시,"힐링, 호캉스"
19259,작은제2소류지,전라남도 해남군,"힐링, 호캉스"
19260,동산소류지,경상남도 함양군,"힐링, 호캉스"
19261,모래골못,울산광역시 울주군,"힐링, 호캉스"
19262,자양소류지,경상남도 고성군,"힐링, 호캉스"
19263,시곡지,충청북도 제천시,"힐링, 호캉스"
19264,죽동소류지,경상남도 거창군,"힐링, 호캉스"
19265,중곡소류지,경상남도 창녕군,"힐링, 호캉스"
19266,중동소류지,경상남도 함양군,"힐링, 호캉스"
19267,기양저수지,경상북도 울진군,"힐링, 호캉스"
19268,화양소류지,충청남도 보령시,"힐링, 호캉스"
19269,서산저수지,전라남도 강진군,"힐링, 호캉스"
19270,오리골못,경상남도 합천군,"힐링, 호캉스"
19271,오리골소류지,경상남도 의령군,"힐링, 호캉스"
19272,서봉제저수지,전라남도 장흥군,"힐링, 호캉스"
19273,소골못,경상북도 영천시,"힐링, 호캉스"
19274,소곳못,경상북도 영천시,"힐링, 호캉스"
19275,가마소류지,충청북도 보은군,"힐링, 호캉스"
19276,가산소류지,충청북도 음성군,"힐링, 호캉스"
19277,고내미소류지,강원도 횡성군,"힐링, 호캉스"
19278,조비1제,전라남도 신안군,"힐링, 호캉스"
19279,삽다리못,울산광역시 울주군,"힐링, 호캉스"
19280,고현저수지,경기도 평택시,"힐링, 호캉스"
19281,곡목못,경상남도 창원시,"힐링, 호캉스"
19282,신촌소류지,경상남도 사천시,"힐링, 호캉스"
19283,송경소류지,경상남도 산청군,"힐링, 호캉스"
19284,골안못,경상북도 의성군,"힐링, 호캉스"
19285,용두소류지,전라남도 곡성군,"힐링, 호캉스"
19286,공정소류지,전라북도 무주군,"힐링, 호캉스"
19287,용소소류지,경상남도 밀양시,"힐링, 호캉스"
19288,과리소류지,경상남도 거창군,"힐링, 호캉스"
19289,자비소류지,경상남도 진주시,"힐링, 호캉스"
19290,심곡저수지,강원도 동해시,"힐링, 호캉스"
19291,관선들못,경상남도 산청군,"힐링, 호캉스"
19292,관지소류지,경상남도 진주시,"힐링, 호캉스"
19293,관춘저수지,전라남도 해남군,"힐링, 호캉스"
19294,광령저수지,제주특별자치도 제주시,"힐링, 호캉스"
19295,탁골못,울산광역시 울주군,"힐링, 호캉스"
19296,탄광못,경상북도 경주시,"힐링, 호캉스"
19297,부거실소류지,세종특별자치시 세종특별자치시,"힐링, 호캉스"
19298,월계저수지,전라남도 순천시,"힐링, 호캉스"
19299,동편소류지,경상남도 거창군,"힐링, 호캉스"
19300,동진저수지,경기도 용인시,"힐링, 호캉스"
19301,한티못,경상북도 영천시,"힐링, 호캉스"
19302,경상저수지,전라남도 담양군,"힐링, 호캉스"
19303,항동저수지,전라남도 완도군,"힐링, 호캉스"
19304,상원소류지,경상북도 상주시,"힐링, 호캉스"
19305,상탑소류지,경상남도 사천시,"힐링, 호캉스"
19306,해월소류지,전라남도 담양군,"힐링, 호캉스"
19307,온직소류지,충청남도 청양군,"힐링, 호캉스"
19308,소옥1제,전라남도 여수시,"힐링, 호캉스"
19309,새못,경상남도 합천군,"힐링, 호캉스"
19310,감나무골소류지,경상남도 하동군,"힐링, 호캉스"
19311,오척소류지,경상남도 의령군,"힐링, 호캉스"
19312,샘내못,경상북도 청송군,"힐링, 호캉스"
19313,소류지,충청북도 보은군,"힐링, 호캉스"
19314,땅등못,경상북도 영양군,"힐링, 호캉스"
19315,대병저수지,경상남도 함양군,"힐링, 호캉스"
19316,방동소류지,경상남도 산청군,"힐링, 호캉스"
19317,대두저수지,전라남도 신안군,"힐링, 호캉스"
19318,배밭골못,울산광역시 울주군,"힐링, 호캉스"
19319,청계저수지,경기도 포천시,"힐링, 호캉스"
19320,답천저수지,경상남도 진주시,"힐링, 호캉스"
19321,닥은못,제주특별자치도 서귀포시,"힐링, 호캉스"
19322,육림호,경기도 포천시,"힐링, 호캉스"
19323,후산저수지,전라남도 해남군,"힐링, 호캉스"
19324,숲담소류지,경상남도 고성군,"힐링, 호캉스"
19325,뱃골소류지,경상남도 함양군,"힐링, 호캉스"
19326,뱃티저수지,경상북도 안동시,"힐링, 호캉스"
19327,늑곡제1소류지,전라북도 순창군,"힐링, 호캉스"
19328,법동소류지,경상남도 고성군,"힐링, 호캉스"
19329,법흥소류지,경상남도 밀양시,"힐링, 호캉스"
19330,뒷골소류지,경상남도 함양군,"힐링, 호캉스"
19331,뒷골못,경상북도 경주시,"힐링, 호캉스"
19332,병천이못,울산광역시 울주군,"힐링, 호캉스"
19333,논안못,경상북도 군위군,"힐링, 호캉스"
19334,안골샘못,경상북도 경주시,"힐링, 호캉스"
19335,옥포제2소류지,부산광역시 강서구,"힐링, 호캉스"
19336,내초1소류지,경상남도 합천군,"힐링, 호캉스"
19337,청평호,경기도 가평군,"힐링, 호캉스"
19338,서해안생강한과,충청남도 서산시,"식도락, 맛집투어"
19339,나래교,서울특별시 종로구,"힐링, 호캉스"
19340,모래시계공원,강원도 강릉시,"축제, 관광"
19341,평촌저수지,전라남도 무안군,"힐링, 호캉스"
19342,불곡사,경상남도 창원시,"축제, 관광"
19343,용화사,경기도 수원시,"힐링, 호캉스"
19344,안면도대하촌,충청남도 태안군,"식도락, 맛집투어"
19345,홍천화로구이촌,강원도 홍천군,"식도락, 맛집투어"
19346,대덕사,경기도 용인시,"힐링, 호캉스"
19347,용화사,충청북도 청주시,"축제, 관광"
19348,묘각사,경상북도 영천시,"힐링, 호캉스"
19349,숭덕사,경상북도 영덕군,"힐링, 호캉스"
19350,법천사,경상남도 양산시,"힐링, 호캉스"
19351,도선사,광주광역시 북구,"힐링, 호캉스"
19352,해운정사,부산광역시 해운대구,"축제, 관광"
19353,홍원심인당,경상북도 경주시,"축제, 관광"
19354,지림사,경상북도 봉화군,"힐링, 호캉스"
19355,대원사,경상북도 칠곡군,"힐링, 호캉스"
19356,대덕사,경기도 양평군,"힐링, 호캉스"
19357,상원사,서울특별시 성북구,"힐링, 호캉스"
19358,청화사,경상북도 청도군,"힐링, 호캉스"
19359,구월사,강원도 강릉시,"힐링, 호캉스"
19360,복전사,충청남도 천안시,"힐링, 호캉스"
19361,효자촌먹자골목,경기도 성남시,"식도락, 맛집투어"
19362,평촌먹자골목,경기도 안양시,"식도락, 맛집투어"
19363,약수암,경기도 파주시,"힐링, 호캉스"
19364,맑은고을사과농장,전라북도 장수군,액티비티
19365,송옥,서울특별시 중구,"힐링, 호캉스"
19366,광흥사,경상남도 진주시,"힐링, 호캉스"
19367,나한사,경상북도 상주시,"힐링, 호캉스"
19368,대원정사,경기도 양주시,"힐링, 호캉스"
19369,대화사,경상북도 의성군,"힐링, 호캉스"
19370,문수암,경상북도 봉화군,"힐링, 호캉스"
19371,석불사,경상남도 창녕군,"힐링, 호캉스"
19372,신흥사,경상남도 창녕군,"힐링, 호캉스"
19373,짱구농장,경기도 수원시,액티비티
19374,문암해수욕장,강원도 삼척시,액티비티
19375,삼봉해수욕장,충청남도 태안군,액티비티
19376,샛별해수욕장,충청남도 태안군,액티비티
19377,청산지리해수욕장,전라남도 완도군,액티비티
19378,추암해수욕장,강원도 동해시,액티비티
19379,풍류해수욕장,전라남도 고흥군,액티비티
19380,모상개해수욕장,경상남도 남해군,액티비티
19381,당항포관광지,경상남도 고성군,"축제, 관광"
19382,봉래산산림욕장,강원도 영월군,"축제, 관광"
19383,진해드림파크천자봉산림욕장,경상남도 창원시,"축제, 관광"
19384,천생산성산림욕장,경상북도 구미시,"축제, 관광"
19385,중미산자연휴양림,경기도 양평군,"축제, 관광"
19386,조령산자연휴양림,충청북도 괴산군,"축제, 관광"
19387,국립용현자연휴양림,충청남도 서산시,"축제, 관광"
19388,백아산자연휴양림,전라남도 화순군,"축제, 관광"
19389,용화산자연휴양림,강원도 춘천시,"축제, 관광"
19390,검룡소,강원도 태백시,액티비티
19391,구룡폭포,전라북도 남원시,액티비티
19392,옥계폭포,충청북도 영동군,액티비티
19393,용기폭포,경상북도 성주군,액티비티
19394,용문폭포,경상남도 합천군,액티비티
19395,인공폭포,경기도 군포시,액티비티
19396,피아골계곡,전라남도 구례군,액티비티
19397,간성향교,강원도 고성군,"축제, 관광"
19398,정선향교,강원도 정선군,"축제, 관광"
19399,공주훼미리랜드,충청남도 공주시,액티비티
19400,강천섬유원지,경기도 여주시,액티비티
19401,뗏마루유원지,경기도 포천시,액티비티
19402,물통거리유원지,전라남도 해남군,액티비티
19403,미호천유원지,경상북도 예천군,액티비티
19404,진부령유원지,강원도 고성군,액티비티
19405,호박소휴양지,경상남도 밀양시,액티비티
19406,강정천은어축제,제주특별자치도 서귀포시,"축제, 관광"
19407,렛츠런팜제주,제주특별자치도 제주시,"축제, 관광"
19408,돈내코유원지,제주특별자치도 서귀포시,"축제, 관광"
19409,묵호등대,강원도 동해시,"축제, 관광"
19410,어촌체험마을,경기도 화성시,"축제, 관광"
19411,정동포구,강원도 강릉시,"축제, 관광"
19412,강릉헌화로로드,강원도 강릉시,"식도락, 맛집투어"
19413,원당계곡,강원도 평창군,액티비티
19414,천자암쌍향수,전라남도 순천시,"힐링, 호캉스"
19415,한가라지농원,인천광역시 강화군,"힐링, 호캉스"
19416,학고을농원,경상북도 영덕군,액티비티
19417,허브랜드,경기도 고양시,액티비티
19418,송화관광농원,경상북도 성주군,액티비티
19419,대성사,경기도 가평군,"힐링, 호캉스"
19420,북부예술관광단지,전라북도 진안군,"힐링, 호캉스"
19421,휘닉스블루캐니언,강원도 평창군,액티비티
19422,연암사,경기도 안산시,"힐링, 호캉스"
19423,금광산성,경기도 안성시,"축제, 관광"
