,place_info,area,target
1342,대굴령마을,강원도 강릉시,"힐링, 호캉스"
1343,머루와인동굴,전라북도 무주군,"축제, 관광"
1344,도산예술촌,경상남도 통영시,"힐링, 호캉스"
1345,봉암갯벌생태학습장,경상남도 창원시,액티비티
1346,현산문화제,강원도 양양군,"축제, 관광"
1347,건봉산천연보호구역,강원도 고성군,"힐링, 호캉스"
1348,서산국화축제,충청남도 서산시,"축제, 관광"
1349,산수리계곡,충청남도 서산시,액티비티
1350,부여향교,충청남도 부여군,"축제, 관광"
1351,가조온천관광지,경상남도 거창군,"힐링, 호캉스"
1352,구루물문화축제,충청북도 청주시,"축제, 관광"
1353,회인향교,충청북도 보은군,"축제, 관광"
1354,섬갯벌축제,전라남도 신안군,"축제, 관광"
1355,반곡서원,전라북도 완주군,"축제, 관광"
1356,삼동굿놀이,전라북도 남원시,"축제, 관광"
1357,학선암,전라북도 고창군,"힐링, 호캉스"
1358,금구향교,전라북도 김제시,"축제, 관광"
1359,삼천포대교해맞이축제,경상남도 사천시,"축제, 관광"
1360,천왕축제,경상남도 함양군,"축제, 관광"
1361,목은문화제,경상북도 영덕군,"축제, 관광"
1362,영덕물가자미축제,경상북도 영덕군,"축제, 관광"
1363,울진대게와붉은대게축제,경상북도 울진군,"축제, 관광"
1364,화산서당,경상북도 칠곡군,"축제, 관광"
1365,두릉서당,경상북도 봉화군,"축제, 관광"
1366,거북바위,경상북도 울릉군,"힐링, 호캉스"
1367,남두연대,제주특별자치도 제주시,"힐링, 호캉스"
1368,송참봉조선동네,전라북도 정읍시,"힐링, 호캉스"
1369,옥천사,부산광역시 북구,"힐링, 호캉스"
1370,구룡제,전라남도 고흥군,"힐링, 호캉스"
1371,월악제,전라남도 고흥군,"힐링, 호캉스"
1372,관음암,광주광역시 북구,"힐링, 호캉스"
1373,상화지,전라남도 보성군,"힐링, 호캉스"
1374,송정2제,전라남도 고흥군,"힐링, 호캉스"
1375,주왕산양봉원,경상북도 청송군,"식도락, 맛집투어"
1376,봉전제,전라남도 여수시,"힐링, 호캉스"
1377,옥화9경,충청북도 청주시,액티비티
1378,허브와야생화마을,경기도 포천시,액티비티
1379,홍삼인,충청남도 금산군,"식도락, 맛집투어"
1380,치동서원,전라북도 군산시,"축제, 관광"
1381,신촌제,전라남도 담양군,"힐링, 호캉스"
1382,소남제,경상남도 산청군,"힐링, 호캉스"
1383,무속의전당,강원도 춘천시,"힐링, 호캉스"
1384,코아회타운,충청남도 태안군,"식도락, 맛집투어"
1385,입촌이제,전라북도 남원시,"힐링, 호캉스"
1386,황룡사,경기도 이천시,"힐링, 호캉스"
1387,원불교,경상북도 칠곡군,"힐링, 호캉스"
1388,현대관광농장,경기도 이천시,액티비티
1389,동배물,제주특별자치도 제주시,"힐링, 호캉스"
1390,수삼굴비,전라남도 영광군,"식도락, 맛집투어"
1391,당너머저수지,경기도 화성시,"힐링, 호캉스"
1392,금당수원지,전라남도 완도군,"힐링, 호캉스"
1393,동외제,전라남도 진도군,"힐링, 호캉스"
1394,남송1저수지,전라남도 해남군,"힐링, 호캉스"
1395,청룡제,전라남도 해남군,"힐링, 호캉스"
1396,동해제,전라남도 해남군,"힐링, 호캉스"
1397,백동제,전라남도 해남군,"힐링, 호캉스"
1398,방죽제,전라남도 해남군,"힐링, 호캉스"
1399,동성제,전라남도 해남군,"힐링, 호캉스"
1400,노적제,전라남도 영암군,"힐링, 호캉스"
1401,오음실못,경상북도 안동시,"힐링, 호캉스"
1402,현하저수지,경상북도 안동시,"힐링, 호캉스"
1403,신지,경상북도 의성군,"힐링, 호캉스"
1404,남북지,경상북도 김천시,"힐링, 호캉스"
1405,평촌제,전라남도 보성군,"힐링, 호캉스"
1406,용반2제,전라남도 장흥군,"힐링, 호캉스"
1407,수리지,전라남도 신안군,"힐링, 호캉스"
1408,장감제,전라남도 신안군,"힐링, 호캉스"
1409,고성전통한과,강원도 고성군,"식도락, 맛집투어"
1410,거성제,전라북도 고창군,"힐링, 호캉스"
1411,연동제,전라남도 보성군,"힐링, 호캉스"
1412,화산제,전라남도 나주시,"힐링, 호캉스"
1413,와룡제,전라북도 고창군,"힐링, 호캉스"
1414,화정제,전라남도 나주시,"힐링, 호캉스"
1415,미곡제,전라남도 화순군,"힐링, 호캉스"
1416,건덕제,광주광역시 남구,"힐링, 호캉스"
1417,학천제,전라남도 함평군,"힐링, 호캉스"
1418,신월제,전라남도 구례군,"힐링, 호캉스"
1419,법대2제,경상남도 하동군,"힐링, 호캉스"
1420,유천제,전라남도 담양군,"힐링, 호캉스"
1421,미포저수지,충청남도 태안군,"힐링, 호캉스"
1422,월산1제,전라남도 담양군,"힐링, 호캉스"
1423,학동제,전라남도 영광군,"힐링, 호캉스"
1424,술마뒷저수지,울산광역시 울주군,"힐링, 호캉스"
1425,쪽지벌,경상남도 창녕군,"힐링, 호캉스"
1426,운서제,경상남도 함양군,"힐링, 호캉스"
1427,수정제,전라북도 순창군,"힐링, 호캉스"
1428,가자곤이제,전라북도 순창군,"힐링, 호캉스"
1429,선운저수지,전라북도 고창군,"힐링, 호캉스"
1430,조양제,전라북도 고창군,"힐링, 호캉스"
1431,신흥제,전라북도 고창군,"힐링, 호캉스"
1432,웅곡제,전라북도 임실군,"힐링, 호캉스"
1433,능곡제,전라북도 장수군,"힐링, 호캉스"
1434,감불제,전라북도 부안군,"힐링, 호캉스"
1435,두승제,전라북도 정읍시,"힐링, 호캉스"
1436,신지,경상북도 청도군,"힐링, 호캉스"
1437,멀개재소류지,전라북도 진안군,"힐링, 호캉스"
1438,신기제,전라북도 진안군,"힐링, 호캉스"
1439,반룡제,전라북도 정읍시,"힐링, 호캉스"
1440,박동제,전라북도 정읍시,"힐링, 호캉스"
1441,예동제,전라북도 부안군,"힐링, 호캉스"
1442,메기양식장,전라북도 부안군,"힐링, 호캉스"
1443,양어장,전라북도 부안군,"힐링, 호캉스"
1444,장성제,전라북도 김제시,"힐링, 호캉스"
1445,대현지,경상북도 경주시,"힐링, 호캉스"
1446,연골못,경상북도 경주시,"힐링, 호캉스"
1447,외지,대구광역시 수성구,"힐링, 호캉스"
1448,칠성1지,경상북도 성주군,"힐링, 호캉스"
1449,원촌방죽,전라북도 장수군,"힐링, 호캉스"
1450,메기양어장,전라북도 김제시,"힐링, 호캉스"
1451,신지,경상북도 영천시,"힐링, 호캉스"
1452,제남지,경상북도 성주군,"힐링, 호캉스"
1453,윗산곡지,대구광역시 북구,"힐링, 호캉스"
1454,상신기못,경상북도 영천시,"힐링, 호캉스"
1455,대륜사,경상북도 포항시,"힐링, 호캉스"
1456,대한석탄공사,강원도 태백시,"힐링, 호캉스"
1457,수암사,경상남도 의령군,"힐링, 호캉스"
1458,불일사,충청북도 단양군,"힐링, 호캉스"
1459,시흥늠내길,경기도 시흥시,"힐링, 호캉스"
1460,성성미곡쌀상회,전라북도 순창군,"식도락, 맛집투어"
1461,여래사,경상남도 진주시,"힐링, 호캉스"
1462,구천사,전라북도 임실군,"힐링, 호캉스"
1463,팔정정사,경기도 남양주시,"힐링, 호캉스"
1464,우주불국선원,경기도 가평군,"힐링, 호캉스"
1465,영산법화사,충청남도 보령시,"힐링, 호캉스"
1466,청림사,경상남도 산청군,"힐링, 호캉스"
1467,혜문사,경상북도 안동시,"힐링, 호캉스"
1468,한국선물,전라남도 순천시,"식도락, 맛집투어"
1469,행림사,전라남도 해남군,"힐링, 호캉스"
1470,만주사,충청남도 아산시,"힐링, 호캉스"
1471,굴암사,경상북도 칠곡군,"힐링, 호캉스"
1472,동평사,울산광역시 중구,"힐링, 호캉스"
1473,천태종,서울특별시 구로구,"힐링, 호캉스"
1474,황룡사,경상북도 경주시,"힐링, 호캉스"
1475,샤르방,전라북도 부안군,"식도락, 맛집투어"
1476,백암사,경상남도 창원시,"힐링, 호캉스"
1477,안정사,충청남도 공주시,"힐링, 호캉스"
1478,보리정사,경상북도 성주군,"힐링, 호캉스"
1479,성불사,전라남도 고흥군,"힐링, 호캉스"
1480,영명사,대전광역시 서구,"힐링, 호캉스"
1481,골드웨건,서울특별시 서초구,"식도락, 맛집투어"
1482,안양암,충청남도 금산군,"힐링, 호캉스"
1483,심불사,충청남도 천안시,"힐링, 호캉스"
1484,보타사,인천광역시 부평구,"힐링, 호캉스"
1485,대성사,경기도 안성시,"힐링, 호캉스"
1486,금불사,부산광역시 영도구,"힐링, 호캉스"
1487,대원사,충청남도 계룡시,"힐링, 호캉스"
1488,관음사,인천광역시 남동구,"힐링, 호캉스"
1489,성불사,경기도 가평군,"힐링, 호캉스"
1490,부채사랑,서울특별시 은평구,"식도락, 맛집투어"
1491,관음사,광주광역시 광산구,"힐링, 호캉스"
1492,자원암,부산광역시 남구,"힐링, 호캉스"
1493,관음사,대구광역시 달성군,"힐링, 호캉스"
1494,섬이야기,제주특별자치도 제주시,"식도락, 맛집투어"
1495,금수암,부산광역시 해운대구,"힐링, 호캉스"
1496,정혜사,경기도 가평군,"힐링, 호캉스"
1497,청용사,전라남도 진도군,"힐링, 호캉스"
1498,영산선원,서울특별시 동대문구,"힐링, 호캉스"
1499,백흥사,경상남도 합천군,"힐링, 호캉스"
1500,보경사,경기도 안성시,"힐링, 호캉스"
1501,대중사,경기도 김포시,"힐링, 호캉스"
1502,한미타월,경기도 안산시,"식도락, 맛집투어"
1503,보덕정사,경기도 김포시,"힐링, 호캉스"
1504,수미정사,전라남도 구례군,"힐링, 호캉스"
1505,민이선물의집,경상남도 하동군,"식도락, 맛집투어"
1506,무량사,대구광역시 달성군,"힐링, 호캉스"
1507,수원사,경기도 포천시,"힐링, 호캉스"
1508,관수사,경상남도 합천군,"힐링, 호캉스"
1509,오세암,부산광역시 수영구,"힐링, 호캉스"
1510,대윤사,충청남도 아산시,"힐링, 호캉스"
1511,혜은사,충청북도 청주시,"힐링, 호캉스"
1512,관음사,경상북도 경주시,"힐링, 호캉스"
1513,용운사,경상남도 통영시,"힐링, 호캉스"
1514,미륵사,경상북도 영천시,"힐링, 호캉스"
1515,한국SGI,부산광역시 사상구,"힐링, 호캉스"
1516,선약사,경상남도 함안군,"힐링, 호캉스"
1517,대천사,부산광역시 기장군,"힐링, 호캉스"
1518,길상사,강원도 삼척시,"힐링, 호캉스"
1519,소림정사,제주특별자치도 제주시,"힐링, 호캉스"
1520,무학사,경상북도 포항시,"힐링, 호캉스"
1521,아림사,경상남도 거창군,"힐링, 호캉스"
1522,물금포교당,경상남도 양산시,"힐링, 호캉스"
1523,조령산흥천사포교원,대구광역시 달서구,"힐링, 호캉스"
1524,보정사,경상남도 창녕군,"힐링, 호캉스"
1525,천불사,경기도 안성시,"힐링, 호캉스"
1526,운암사,전라남도 광양시,"힐링, 호캉스"
1527,소림사,경상북도 칠곡군,"힐링, 호캉스"
1528,용주사,경상남도 함안군,"힐링, 호캉스"
1529,설록사,경상북도 안동시,"힐링, 호캉스"
1530,월명사,경기도 양평군,"힐링, 호캉스"
1531,마하사,경상남도 창원시,"힐링, 호캉스"
1532,대원암,경상남도 밀양시,"힐링, 호캉스"
1533,약정사,경상남도 함안군,"힐링, 호캉스"
1534,충효사,대전광역시 서구,"힐링, 호캉스"
1535,보각사,인천광역시 부평구,"힐링, 호캉스"
1536,대성사,부산광역시 서구,"힐링, 호캉스"
1537,소림사,경상북도 경주시,"힐링, 호캉스"
1538,양산1지구,경상남도 양산시,"힐링, 호캉스"
1539,서면메디컬스트리트,부산광역시 부산진구,"힐링, 호캉스"
1540,편백나무숲,전라북도 완주군,"힐링, 호캉스"
1541,다산다리,전라남도 강진군,"힐링, 호캉스"
1542,봉산게장거리입구,전라남도 여수시,"식도락, 맛집투어"
1543,금당리계곡,전라북도 완주군,액티비티
1544,청량폭포,경상북도 봉화군,액티비티
1545,정곡사오두막,경기도 양평군,"힐링, 호캉스"
1546,노강서원,경상북도 고령군,"축제, 관광"
1547,향교마을,전라남도 해남군,"축제, 관광"
1548,선유담계곡,경기도 포천시,액티비티
1549,오덕원,경상남도 산청군,"힐링, 호캉스"
1550,천호동로데오거리,서울특별시 강동구,"식도락, 맛집투어"
1551,프로그램들판,인천광역시 서구,"힐링, 호캉스"
1552,젊음의거리,전라남도 목포시,"식도락, 맛집투어"
1553,불교진각종탑주심인당금강회,서울특별시 성북구,"힐링, 호캉스"
1554,병암유원지,충청남도 논산시,액티비티
1555,목도강변유원지,충청북도 괴산군,액티비티
1556,동명훈련원,대구광역시 동구,"힐링, 호캉스"
1557,백둔계곡,경기도 가평군,액티비티
1558,의성옥빛골문화촌,경상북도 의성군,액티비티
1559,당진허브하우스,충청남도 당진시,"축제, 관광"
1560,석현성,경상북도 문경시,"힐링, 호캉스"
1561,상장동벽화마을,강원도 태백시,"힐링, 호캉스"
1562,만선암,충청북도 보은군,"힐링, 호캉스"
1563,DMZ펀치볼둘레길,강원도 양구군,"힐링, 호캉스"
1564,정도전선생사당,경기도 평택시,"축제, 관광"
1565,보국사,경기도 평택시,"힐링, 호캉스"
1566,짚라인제주,제주특별자치도 제주시,"힐링, 호캉스"
1567,고석사,경상북도 포항시,"힐링, 호캉스"
1568,전해산장군기념관,전라북도 장수군,액티비티
1569,대진해수욕장,경상북도 포항시,액티비티
1570,부산역풍물거리,부산광역시 동구,"식도락, 맛집투어"
1571,선수포구밴댕이마을,인천광역시 강화군,"식도락, 맛집투어"
1572,상상의거리,충청북도 단양군,"힐링, 호캉스"
1573,보은암,경상남도 함안군,"힐링, 호캉스"
1574,법음사,제주특별자치도 제주시,"힐링, 호캉스"
1575,이명사,경상남도 하동군,"힐링, 호캉스"
1576,무량사,전라남도 화순군,"힐링, 호캉스"
1577,국립변산자연휴양림,전라북도 부안군,"축제, 관광"
1578,비토도예,경기도 이천시,"식도락, 맛집투어"
1579,대덕사,경기도 포천시,"힐링, 호캉스"
1580,관음사,서울특별시 성북구,"힐링, 호캉스"
1581,금륜사,서울특별시 서대문구,"힐링, 호캉스"
1582,보현사,서울특별시 동작구,"힐링, 호캉스"
1583,법해사,경기도 군포시,"힐링, 호캉스"
1584,지암사,경기도 안산시,"힐링, 호캉스"
1585,황운사,충청남도 서산시,"힐링, 호캉스"
1586,운휴암,경기도 양평군,"힐링, 호캉스"
1587,도림사,충청북도 청주시,"힐링, 호캉스"
